Bib,Zip,Age,Age Group,Gender,First Half,Second Half,Finish,Positive Split,Percent Change
16701,48187,56,55-59,M,6373,6407,12780,34,0.0053350070610387
16343,02459,56,55-59,M,5798,6982,12780,1184,0.2042083477061055
19856,12901,46,45-49,F,6278,6503,12781,225,0.0358394393118827
13198,35233,31,Under 35,F,5959,6822,12781,863,0.1448229568719583
17909,90057,39,35-39,F,5998,6783,12781,785,0.1308769589863287
18569,22207,41,40-44,F,6260,6522,12782,262,0.0418530351437699
13087,73013,53,50-54,M,6216,6566,12782,350,0.0563063063063063
9454,46074,54,50-54,M,5878,6905,12783,1027,0.1747192922762844
11334,90245,32,Under 35,F,6014,6769,12783,755,0.1255404057199867
10781,94109,51,50-54,M,6391,6393,12784,2,0.0003129400719762
15226,61874,33,Under 35,F,6115,6669,12784,554,0.090596892886345
28895,94105,29,Under 35,F,6365,6419,12784,54,0.008483896307934
17424,40206,39,35-39,F,6138,6647,12785,509,0.0829260345389377
18252,68526,41,40-44,F,6091,6694,12785,603,0.0989985224101132
17138,60586,38,35-39,F,5998,6787,12785,789,0.1315438479493164
14819,80108,60,60-64,F,6058,6729,12787,671,0.1107626279300099
16802,18901,50,50-54,F,6362,6425,12787,63,0.0099025463690663
13191,03801,64,60-64,F,5878,6909,12787,1031,0.1753997958489282
12597,98115,25,Under 35,F,5919,6869,12788,950,0.1605000844737286
16418,22307,32,Under 35,F,6304,6484,12788,180,0.0285532994923857
6410,89178,39,35-39,M,5498,7291,12789,1793,0.3261185885776646
16181,92591,51,50-54,F,6188,6601,12789,413,0.0667420814479638
9409,92101,45,45-49,M,5463,7326,12789,1863,0.3410214168039538
4126,33185,44,40-44,M,5499,7290,12789,1791,0.3256955810147299
19960,85712,60,60-64,M,6180,6609,12789,429,0.0694174757281553
29709,10128,49,45-49,F,6215,6575,12790,360,0.0579243765084473
5397,10128,41,40-44,M,5595,7195,12790,1600,0.2859696157283288
11871,91702,57,55-59,M,5756,7034,12790,1278,0.2220291869353718
13705,55046,64,60-64,M,6087,6704,12791,617,0.101363561688845
15167,48823,25,Under 35,F,6065,6726,12791,661,0.1089859851607584
18653,15217,53,50-54,F,6269,6522,12791,253,0.0403573137661509
11305,98133,46,45-49,M,5902,6889,12791,987,0.1672314469671298
19508,20735,64,60-64,M,6047,6745,12792,698,0.1154291384157433
7936,37745,58,55-59,M,6288,6504,12792,216,0.0343511450381679
24965,02124,32,Under 35,F,6168,6625,12793,457,0.0740920881971465
6131,41042,51,50-54,M,5523,7270,12793,1747,0.3163135976824189
14975,28036,57,55-59,F,6054,6740,12794,686,0.1133135117277832
14196,44221,43,40-44,F,5928,6866,12794,938,0.1582321187584345
18597,01985,50,50-54,F,6574,6221,12795,-353,-0.0536963796775174
19793,06488,57,55-59,F,6155,6641,12796,486,0.0789601949634443
12453,03042,46,45-49,F,5988,6808,12796,820,0.136940547762191
8499,98115,48,45-49,F,5522,7275,12797,1753,0.3174574429554509
14157,66106,36,35-39,F,5933,6864,12797,931,0.1569189280296646
19163,03051,38,35-39,F,6143,6654,12797,511,0.0831841119973954
25095,02114,28,Under 35,M,6167,6631,12798,464,0.0752391762607426
14318,80031,28,Under 35,F,5966,6833,12799,867,0.1453234998323835
21617,02645,46,45-49,F,6434,6366,12800,-68,-0.0105688529686042
12354,77381,39,35-39,F,5913,6887,12800,974,0.1647217994249957
17458,74133,43,40-44,F,6387,6414,12801,27,0.0042273367778299
13330,03823,46,45-49,F,6160,6641,12801,481,0.0780844155844155
9856,86406,47,45-49,M,6223,6579,12802,356,0.0572071348224329
11813,80027,60,60-64,M,6016,6786,12802,770,0.1279920212765957
13328,27614,54,50-54,M,6112,6690,12802,578,0.0945680628272251
11606,94002,57,55-59,M,5940,6862,12802,922,0.1552188552188552
18357,33903,60,60-64,M,5886,6917,12803,1031,0.1751613999320421
26510,60045,20,Under 35,M,6248,6556,12804,308,0.0492957746478873
9455,04107,45,45-49,M,5701,7103,12804,1402,0.2459217681108577
4791,02048,34,Under 35,M,5040,7764,12804,2724,0.5404761904761904
16144,95126,31,Under 35,F,6178,6626,12804,448,0.072515377144707
19639,01451,63,60-64,M,6051,6753,12804,702,0.1160138820029747
15094,02141,31,Under 35,F,5894,6910,12804,1016,0.172378690193417
25444,92118,29,Under 35,M,5387,7417,12804,2030,0.3768331167625766
7695,87120,41,40-44,M,5612,7193,12805,1581,0.2817177476835353
16135,78832,54,50-54,M,6071,6734,12805,663,0.1092077087794432
18562,20882,43,40-44,F,6325,6481,12806,156,0.0246640316205533
14130,96826,46,45-49,F,6279,6527,12806,248,0.039496735148909
14749,77080,45,45-49,F,6171,6635,12806,464,0.0751904067412088
17931,28403,39,35-39,F,6228,6579,12807,351,0.0563583815028901
20167,68130,46,45-49,F,6448,6359,12807,-89,-0.0138027295285359
27033,07738,35,35-39,F,6577,6230,12807,-347,-0.0527596168465865
14308,75093,57,55-59,M,5969,6838,12807,869,0.1455855252136036
17011,29666,47,45-49,F,6282,6526,12808,244,0.0388411333970073
9754,98052,48,45-49,M,5754,7054,12808,1300,0.2259297879735836
12158,32507,53,50-54,F,5991,6817,12808,826,0.1378734768819896
16377,02465,33,Under 35,F,6028,6780,12808,752,0.1247511612475116
16965,76116,39,35-39,F,6191,6617,12808,426,0.0688095622678081
7454,91343,42,40-44,M,5405,7404,12809,1999,0.3698427382053654
15406,02481,40,40-44,F,6117,6693,12810,576,0.0941638057871505
10328,87108,51,50-54,M,5852,6958,12810,1106,0.1889952153110047
29303,02113,26,Under 35,F,5868,6944,12812,1076,0.1833674164962508
8884,06880,45,45-49,M,5696,7116,12812,1420,0.2492977528089887
8788,34655,51,50-54,M,5855,6958,12813,1103,0.1883859948761742
4868,55746,39,35-39,M,5674,7139,12813,1465,0.2581952767007402
19866,02215,63,60-64,M,6089,6724,12813,635,0.104286418131056
5625,29631,35,35-39,M,5880,6933,12813,1053,0.1790816326530612
26144,07444,23,Under 35,M,6185,6628,12813,443,0.0716248989490703
14591,03801,47,45-49,F,6131,6682,12813,551,0.0898711466318708
10009,21152,27,Under 35,F,5752,7062,12814,1310,0.2277468706536856
8724,02186,38,35-39,M,5798,7016,12814,1218,0.2100724387719903
17988,29910,56,55-59,M,6089,6725,12814,636,0.1044506487107899
12519,56288,33,Under 35,F,6082,6732,12814,650,0.1068727392305162
13176,72211,34,Under 35,F,6575,6239,12814,-336,-0.0511026615969581
10757,72120,38,35-39,F,6575,6239,12814,-336,-0.0511026615969581
7947,33449,58,55-59,F,6291,6523,12814,232,0.0368780797965347
16586,64429,20,Under 35,F,6300,6515,12815,215,0.0341269841269841
17082,10065,37,35-39,F,6290,6525,12815,235,0.0373608903020667
9377,98105,49,45-49,M,5873,6942,12815,1069,0.1820194108632726
19175,98122,47,45-49,F,6218,6597,12815,379,0.0609520746220649
13111,94707,50,50-54,M,6083,6732,12815,649,0.1066907775768535
17693,37917,45,45-49,F,6231,6584,12815,353,0.0566522227571818
12685,38501,50,50-54,M,6035,6781,12816,746,0.1236122618061309
14974,49534,27,Under 35,F,6129,6687,12816,558,0.0910425844346549
17927,43551,40,40-44,F,6292,6525,12817,233,0.0370311506675143
16522,98033,55,55-59,M,5995,6822,12817,827,0.1379482902418682
16786,02467,43,40-44,F,6278,6539,12817,261,0.041573749601784
9177,48154,50,50-54,M,5640,7178,12818,1538,0.2726950354609929
14219,84105,31,Under 35,F,5885,6934,12819,1049,0.178249787595582
12221,02474,46,45-49,F,6033,6786,12819,753,0.1248135256091496
17607,53562,39,35-39,F,6345,6474,12819,129,0.0203309692671394
14779,11787,30,Under 35,F,5913,6907,12820,994,0.1681041772365973
10643,95409,55,55-59,M,5838,6982,12820,1144,0.1959575196985269
14145,60647,30,Under 35,F,5869,6951,12820,1082,0.1843584937808826
18396,52722,42,40-44,F,6257,6565,12822,308,0.0492248681476746
11115,10538,45,45-49,M,5931,6891,12822,960,0.1618614061709661
17841,27517,63,60-64,M,6270,6553,12823,283,0.0451355661881977
17979,44124,39,35-39,F,6036,6787,12823,751,0.1244201457919151
17675,11209,58,55-59,M,6080,6744,12824,664,0.1092105263157894
12396,27518,34,Under 35,F,5749,7075,12824,1326,0.2306488084884327
17174,84106,36,35-39,F,6195,6629,12824,434,0.0700564971751412
17476,19805,47,45-49,F,6068,6756,12824,688,0.1133816743572841
15189,46383,42,40-44,F,6138,6686,12824,548,0.0892798957315086
17776,59801,36,35-39,F,6486,6339,12825,-147,-0.0226641998149861
16357,45241,35,35-39,F,6244,6582,12826,338,0.0541319666880205
16571,06417,42,40-44,F,6273,6553,12826,280,0.0446357404750518
16288,73013,47,45-49,F,6312,6514,12826,202,0.0320025348542458
14133,80516,38,35-39,F,6310,6516,12826,206,0.0326465927099841
16462,33130,34,Under 35,F,6013,6813,12826,800,0.1330450690171295
14574,80210,27,Under 35,F,5979,6847,12826,868,0.1451747783910353
18492,10024,52,50-54,F,6427,6400,12827,-27,-0.0042010269176909
17505,45208,58,55-59,M,6086,6741,12827,655,0.1076240552086756
7891,84098,62,60-64,M,6117,6710,12827,593,0.0969429458885074
18342,63461,43,40-44,F,6165,6662,12827,497,0.0806163828061638
16563,23456,39,35-39,F,6348,6480,12828,132,0.0207939508506616
14016,19335,55,55-59,M,6022,6806,12828,784,0.1301893058784457
13561,02132,40,40-44,F,5989,6840,12829,851,0.1420938387042912
15076,03431,70,70-74,M,6125,6704,12829,579,0.0945306122448979
18970,73151,49,45-49,F,6310,6520,12830,210,0.0332805071315372
14971,02128,26,Under 35,F,5837,6993,12830,1156,0.1980469419222203
18168,98115,56,55-59,M,6148,6685,12833,537,0.087345478204294
9921,02176,29,Under 35,F,5625,7208,12833,1583,0.2814222222222222
7973,33138,53,50-54,F,6048,6786,12834,738,0.1220238095238095
10520,35242,51,50-54,M,5783,7051,12834,1268,0.2192633581186235
14162,94306,29,Under 35,F,5733,7101,12834,1368,0.23861852433281
13433,02474,50,50-54,M,5963,6872,12835,909,0.1524400469562301
16176,98332,35,35-39,F,6426,6409,12835,-17,-0.0026455026455026
12498,43065,39,35-39,F,5916,6919,12835,1003,0.1695402298850574
4228,55415,33,Under 35,M,5357,7478,12835,2121,0.3959305581482172
24323,02472,31,Under 35,M,6096,6740,12836,644,0.1056430446194225
4421,48854,20,Under 35,M,5511,7325,12836,1814,0.3291598620939938
16089,68116,43,40-44,F,6191,6645,12836,454,0.0733322565013729
16443,80218,31,Under 35,F,6272,6564,12836,292,0.0465561224489795
9920,02127,34,Under 35,F,5710,7127,12837,1417,0.2481611208406304
4561,02445,25,Under 35,M,5740,7097,12837,1357,0.2364111498257839
14213,01027,25,Under 35,F,5740,7097,12837,1357,0.2364111498257839
17478,92677,43,40-44,F,6179,6658,12837,479,0.0775206344068619
1439,02445,25,Under 35,M,5739,7098,12837,1359,0.236800836382645
8146,10069,33,Under 35,F,5660,7177,12837,1517,0.2680212014134275
18161,70810,41,40-44,F,6460,6378,12838,-82,-0.0126934984520123
16099,33704,46,45-49,F,6180,6658,12838,478,0.0773462783171521
29591,02339,31,Under 35,M,6240,6599,12839,359,0.0575320512820512
12805,21015,28,Under 35,F,6062,6777,12839,715,0.1179478719894424
16763,90403,68,65-69,F,6198,6641,12839,443,0.0714746692481445
12530,77054,29,Under 35,F,5964,6876,12840,912,0.1529175050301811
20479,85262,45,45-49,F,6235,6605,12840,370,0.0593424218123496
3786,60525,39,35-39,M,5468,7372,12840,1904,0.3482077542062911
24971,02493,24,Under 35,M,5646,7194,12840,1548,0.2741764080765143
14969,27455,64,60-64,M,5925,6915,12840,990,0.1670886075949367
9970,45373,58,55-59,M,6254,6586,12840,332,0.0530860249440358
18368,60510,43,40-44,F,6172,6669,12841,497,0.0805249513933895
15384,92882,34,Under 35,F,6162,6679,12841,517,0.0839013307367737
15109,10463,34,Under 35,F,6066,6776,12842,710,0.1170458292120013
15709,32168,66,65-69,M,6266,6576,12842,310,0.0494733482285349
20234,60120,68,65-69,M,6257,6585,12842,328,0.0524212881572638
11349,84109,22,Under 35,F,6246,6596,12842,350,0.0560358629522894
26271,02125,30,Under 35,M,6197,6646,12843,449,0.0724544134258512
14249,77479,40,40-44,F,6067,6777,12844,710,0.1170265370034613
27795,01746,25,Under 35,M,6219,6625,12844,406,0.0652838076861231
14665,11720,55,55-59,M,6230,6614,12844,384,0.061637239165329
29390,01468,37,35-39,M,6259,6586,12845,327,0.0522447675347499
11799,10026,49,45-49,M,5937,6908,12845,971,0.1635506147886137
11952,71201,41,40-44,F,5676,7169,12845,1493,0.2630373502466526
11632,84041,31,Under 35,F,6147,6698,12845,551,0.0896372214088173
17021,07751,55,55-59,M,5979,6867,12846,888,0.1485198193677872
14621,11231,27,Under 35,F,5829,7017,12846,1188,0.2038085434894493
19840,99320,45,45-49,F,6265,6581,12846,316,0.050438946528332
12098,49506,36,35-39,F,6090,6758,12848,668,0.109688013136289
8423,27705,44,40-44,M,5460,7388,12848,1928,0.3531135531135531
24067,10016,27,Under 35,F,6107,6741,12848,634,0.103815293925004
13155,15825,46,45-49,F,6146,6702,12848,556,0.0904653433127237
5105,63110,31,Under 35,F,6211,6638,12849,427,0.0687489937208179
11593,94127,46,45-49,M,5799,7051,12850,1252,0.2158992929815485
17124,37064,57,55-59,F,6265,6585,12850,320,0.0510774142059058
18298,95709,55,55-59,M,6180,6670,12850,490,0.0792880258899676
14632,92024,36,35-39,F,6277,6573,12850,296,0.0471562848494503
16198,37209,32,Under 35,F,5658,7192,12850,1534,0.2711205372923294
18670,90016,43,40-44,F,6316,6534,12850,218,0.0345155161494616
14844,10014,26,Under 35,F,5738,7113,12851,1375,0.2396305332868595
16684,84310,35,35-39,F,6039,6812,12851,773,0.1280013247226362
11231,17019,51,50-54,M,5947,6904,12851,957,0.1609214730116024
14528,46075,46,45-49,F,5991,6860,12851,869,0.1450509096978801
13819,92627,31,Under 35,F,6113,6739,12852,626,0.1024047112710616
14462,46350,39,35-39,F,6078,6774,12852,696,0.1145113524185587
10736,02472,47,45-49,F,6234,6618,12852,384,0.0615976900866217
18031,75078,35,35-39,F,6231,6622,12853,391,0.062750762317445
13212,03087,41,40-44,F,5912,6941,12853,1029,0.1740527740189445
19215,28210,42,40-44,F,6286,6567,12853,281,0.0447025135221126
11609,91307,53,50-54,M,5847,7006,12853,1159,0.198221310073542
9438,06524,45,45-49,M,5870,6983,12853,1113,0.1896081771720613
13170,19053,50,50-54,M,5752,7102,12854,1350,0.2347009735744089
3445,03104,28,Under 35,F,5594,7262,12856,1668,0.2981766178047908
10864,07039,27,Under 35,F,5902,6954,12856,1052,0.1782446628261606
11178,98006,58,55-59,M,5895,6961,12856,1066,0.1808312128922816
13693,91107,37,35-39,F,6186,6670,12856,484,0.0782411897833818
11338,49442,55,55-59,M,5818,7039,12857,1221,0.2098659333104159
5353,12118,57,55-59,M,5882,6976,12858,1094,0.1859911594695681
6445,89118,36,35-39,M,6185,6673,12858,488,0.0789005658852061
10590,97408,47,45-49,M,6043,6816,12859,773,0.127916597716366
13434,10023,53,50-54,F,6247,6614,12861,367,0.058748199135585
11055,92688,33,Under 35,F,5941,6920,12861,979,0.1647870728833529
10278,02141,36,35-39,F,5724,7137,12861,1413,0.2468553459119497
7999,46032,41,40-44,F,6290,6571,12861,281,0.0446740858505564
12691,77018,43,40-44,F,6016,6846,12862,830,0.1379654255319149
13300,82301,46,45-49,F,6368,6494,12862,126,0.019786432160804
13085,10003,29,Under 35,F,5919,6943,12862,1024,0.1730021963169454
11620,84003,25,Under 35,F,5698,7164,12862,1466,0.2572832572832573
11523,28226,51,50-54,M,6031,6832,12863,801,0.1328137953904825
19101,16345,42,40-44,F,6178,6685,12863,507,0.0820653933311751
16884,09009,51,50-54,F,6093,6771,12864,678,0.1112752338749384
21525,78747,46,45-49,F,6221,6643,12864,422,0.0678347532551036
14743,10069,28,Under 35,F,5952,6912,12864,960,0.1612903225806451
14174,57702,36,35-39,F,6621,6244,12865,-377,-0.0569400392689926
12746,80304,53,50-54,M,5788,7077,12865,1289,0.2227021423635107
18469,15136,43,40-44,F,5952,6913,12865,961,0.1614583333333333
17032,55408,56,55-59,M,6303,6563,12866,260,0.0412501983182611
13494,80403,35,35-39,F,6059,6807,12866,748,0.1234527149694669
24158,02129,31,Under 35,F,6145,6721,12866,576,0.0937347436940602
13741,49341,43,40-44,F,5991,6876,12867,885,0.1477215823735603
8516,10024,50,50-54,M,5672,7195,12867,1523,0.2685119887165021
17575,10022,36,35-39,F,6337,6530,12867,193,0.0304560517595076
16012,95125,28,Under 35,F,5975,6892,12867,917,0.1534728033472803
27054,98026,41,40-44,M,5150,7717,12867,2567,0.4984466019417475
2336,94122,27,Under 35,M,5574,7294,12868,1720,0.3085755292429135
18462,19460,45,45-49,F,6216,6652,12868,436,0.0701415701415701
12848,30904,23,Under 35,F,5878,6990,12868,1112,0.1891799931949642
13871,63367,57,55-59,M,6353,6515,12868,162,0.025499763891075
12630,97224,33,Under 35,F,5757,7111,12868,1354,0.2351919402466562
11867,95405,46,45-49,M,6126,6743,12869,617,0.1007182500816193
11701,01890,54,50-54,M,6017,6853,12870,836,0.1389396709323583
18124,14450,46,45-49,F,6108,6763,12871,655,0.1072364112639161
18170,02332,32,Under 35,F,6404,6467,12871,63,0.009837601499063
12251,22307,39,35-39,F,5758,7114,12872,1356,0.2354984369572768
12129,84780,60,60-64,F,5756,7116,12872,1360,0.2362751911049339
5784,23229,41,40-44,M,5899,6973,12872,1074,0.1820647567384302
12351,99224,53,50-54,M,5900,6972,12872,1072,0.1816949152542372
18028,11201,38,35-39,F,6135,6737,12872,602,0.0981255093724531
14397,73122,35,35-39,F,6073,6800,12873,727,0.1197101926560184
14764,37069,51,50-54,F,6257,6616,12873,359,0.0573757391721272
26665,01890,26,Under 35,M,6370,6504,12874,134,0.0210361067503924
8962,55902,65,65-69,F,6004,6870,12874,866,0.1442371752165223
13381,19805,41,40-44,F,6111,6764,12875,653,0.1068564882997872
16603,49684,40,40-44,F,6254,6621,12875,367,0.0586824432363287
18335,80212,39,35-39,F,6273,6602,12875,329,0.0524469950581858
13137,48168,36,35-39,F,6094,6781,12875,687,0.1127338365605513
15095,10023,34,Under 35,F,6052,6823,12875,771,0.1273959021810971
11104,02135,25,Under 35,F,5725,7150,12875,1425,0.2489082969432314
19600,66214,66,65-69,M,6207,6669,12876,462,0.0744320927984533
16617,18505,56,55-59,M,6272,6605,12877,333,0.0530931122448979
15838,37205,56,55-59,F,6155,6723,12878,568,0.0922826969943135
18382,02155,41,40-44,F,6175,6703,12878,528,0.0855060728744939
4781,78613,20,Under 35,M,5565,7314,12879,1749,0.3142857142857143
9566,98116,26,Under 35,F,6211,6668,12879,457,0.07357913379488
16000,75033,46,45-49,F,5956,6923,12879,967,0.162357286769644
13660,44236,61,60-64,M,6116,6763,12879,647,0.105788096795291
20244,02138,46,45-49,F,6482,6398,12880,-84,-0.0129589632829373
13862,12433,50,50-54,M,6387,6493,12880,106,0.0165962110537028
8352,46236,52,50-54,M,6007,6874,12881,867,0.1443316131180289
12565,61764,50,50-54,M,5825,7057,12882,1232,0.2115021459227467
14568,96797,29,Under 35,F,6143,6739,12882,596,0.0970209995116392
17621,77019,49,45-49,F,6108,6774,12882,666,0.1090373280943025
18600,45040,44,40-44,F,6263,6619,12882,356,0.0568417691202299
9832,80304,50,50-54,M,5739,7144,12883,1405,0.2448161700644711
19126,27608,40,40-44,F,6074,6809,12883,735,0.1210075732630885
10352,83823,52,50-54,M,6295,6588,12883,293,0.0465448768864177
19871,11231,48,45-49,F,6328,6556,12884,228,0.0360303413400758
20364,84009,46,45-49,F,6225,6659,12884,434,0.069718875502008
11234,84020,46,45-49,M,6424,6460,12884,36,0.0056039850560398
16813,72756,39,35-39,F,6428,6456,12884,28,0.0043559427504667
7663,55330,44,40-44,M,6077,6807,12884,730,0.1201250617080796
6369,02215,25,Under 35,M,5224,7660,12884,2436,0.4663093415007657
14954,44685,47,45-49,F,6276,6609,12885,333,0.0530592734225621
20160,02481,64,60-64,M,6287,6598,12885,311,0.0494671544456815
29115,59718,35,35-39,M,6154,6731,12885,577,0.0937601559961001
3241,28278,32,Under 35,M,5485,7401,12886,1916,0.3493163172288058
13718,60201,28,Under 35,F,5803,7083,12886,1280,0.2205755643632604
10275,49546,49,45-49,M,5787,7099,12886,1312,0.2267150509763262
4529,94040,29,Under 35,M,5279,7608,12887,2329,0.4411820420534192
11829,11355,48,45-49,M,5788,7100,12888,1312,0.2266758811333794
15232,02025,33,Under 35,F,6172,6716,12888,544,0.0881399870382372
3836,06511,21,Under 35,M,4960,7929,12889,2969,0.5985887096774194
11345,60181,45,45-49,M,5492,7397,12889,1905,0.3468681718863802
14888,60657,30,Under 35,F,6237,6653,12890,416,0.0666987333654
18519,45429,45,45-49,F,6117,6773,12890,656,0.107242112146477
14597,92123,55,55-59,M,5933,6957,12890,1024,0.1725939659531434
8742,97333,43,40-44,M,5717,7173,12890,1456,0.2546790274619556
10404,84041,41,40-44,F,6260,6631,12891,371,0.0592651757188498
17184,60137,35,35-39,F,5814,7077,12891,1263,0.217234262125903
16520,49546,58,55-59,M,6142,6749,12891,607,0.0988277434060566
16298,89511,65,65-69,M,6025,6866,12891,841,0.1395850622406639
15301,19146,25,Under 35,F,6077,6815,12892,738,0.1214415007404969
16466,44145,36,35-39,F,6197,6695,12892,498,0.0803614652251089
17265,34110,38,35-39,F,6173,6719,12892,546,0.0884497003077919
10019,94555,57,55-59,M,6170,6723,12893,553,0.0896272285251215
9831,21220,47,45-49,M,5698,7195,12893,1497,0.2627237627237627
12570,48382,58,55-59,M,6184,6710,12894,526,0.085058214747736
16599,60045,48,45-49,F,6423,6471,12894,48,0.0074731433909388
29159,02124,42,40-44,M,6280,6614,12894,334,0.0531847133757961
14766,53590,35,35-39,F,5945,6950,12895,1005,0.169049621530698
19698,80525,48,45-49,F,6211,6684,12895,473,0.0761552085010465
3331,32225,55,55-59,M,6026,6869,12895,843,0.1398937935612346
16421,18641,64,60-64,M,5982,6913,12895,931,0.1556335673687729
18038,70806,43,40-44,F,6223,6673,12896,450,0.0723123895227382
15344,74037,60,60-64,M,6036,6860,12896,824,0.1365142478462558
12607,32223,45,45-49,F,6026,6870,12896,844,0.1400597411218055
15404,30312,32,Under 35,F,6016,6881,12897,865,0.143783244680851
15317,60613,34,Under 35,F,6320,6577,12897,257,0.0406645569620253
13613,55441,58,55-59,M,6601,6297,12898,-304,-0.0460536282381457
27858,01810,39,35-39,F,6222,6676,12898,454,0.0729668916747026
7922,78701,40,40-44,F,6271,6627,12898,356,0.0567692553021846
14972,05301,28,Under 35,F,6175,6723,12898,548,0.088744939271255
9458,21128,60,60-64,M,6061,6837,12898,776,0.1280316779409338
13754,06461,38,35-39,M,5538,7360,12898,1822,0.3289996388587938
18749,15228,40,40-44,F,6178,6721,12899,543,0.0878925218517319
13277,05495,50,50-54,M,5900,6999,12899,1099,0.1862711864406779
9462,60622,27,Under 35,F,5920,6980,12900,1060,0.179054054054054
14950,24450,39,35-39,F,6307,6593,12900,286,0.0453464404629776
27555,01835,46,45-49,M,6168,6733,12901,565,0.0916018158236057
17736,77478,37,35-39,F,6263,6638,12901,375,0.059875459045186
11404,14075,47,45-49,M,6344,6557,12901,213,0.0335750315258512
7004,60089,36,35-39,M,6102,6799,12901,697,0.1142248443133398
12890,34957,36,35-39,F,6129,6772,12901,643,0.1049110784793604
27275,07438,22,Under 35,M,6435,6467,12902,32,0.0049728049728049
5031,93720,38,35-39,M,5476,7427,12903,1951,0.356281957633309
14833,28457,64,60-64,M,6229,6674,12903,445,0.0714400385294589
15111,77479,21,Under 35,F,5922,6981,12903,1059,0.1788247213779128
18442,80126,41,40-44,F,6270,6633,12903,363,0.0578947368421052
10530,45212,27,Under 35,F,5602,7302,12904,1700,0.3034630489111031
16767,27278,39,35-39,F,6069,6836,12905,767,0.1263799637502059
18188,14564,37,35-39,F,6215,6692,12907,477,0.0767497988736926
7388,07928,50,50-54,M,5574,7333,12907,1759,0.3155722999641191
20142,90280,51,50-54,F,6142,6765,12907,623,0.101432758059264
2212,28412,47,45-49,M,5253,7654,12907,2401,0.4570721492480487
4324,01960,28,Under 35,F,5542,7366,12908,1824,0.3291230602670516
9407,03875,30,Under 35,F,5748,7160,12908,1412,0.2456506610995128
26424,02113,27,Under 35,M,6282,6626,12908,344,0.0547596306908627
14626,08106,55,55-59,M,6022,6887,12909,865,0.1436399867153769
15395,30134,52,50-54,M,5938,6972,12910,1034,0.1741327046143482
18620,92130,51,50-54,F,6284,6626,12910,342,0.0544239338001273
22213,06498,53,50-54,F,6343,6568,12911,225,0.035472174050134
15032,92129,57,55-59,F,6233,6678,12911,445,0.0713941922027916
18391,81632,43,40-44,F,6062,6851,12913,789,0.1301550643352029
12845,98027,56,55-59,M,6012,6901,12913,889,0.1478709248170326
7133,11105,35,35-39,M,5529,7384,12913,1855,0.3355037077229155
17270,19067,59,55-59,F,6210,6704,12914,494,0.079549114331723
18006,07417,42,40-44,F,6093,6822,12915,729,0.1196454948301329
19743,92127,61,60-64,F,6441,6474,12915,33,0.0051234280391243
10680,21030,45,45-49,M,5815,7101,12916,1286,0.221152192605331
16224,22308,39,35-39,F,6153,6763,12916,610,0.0991386315618397
18677,76226,62,60-64,M,5999,6917,12916,918,0.1530255042507084
13952,75165,28,Under 35,F,6135,6781,12916,646,0.1052974735126324
13510,95124,52,50-54,M,5856,7061,12917,1205,0.2057718579234972
17795,90241,40,40-44,F,6277,6640,12917,363,0.0578301736498327
10379,16046,31,Under 35,F,5567,7350,12917,1783,0.3202802227411532
6013,10023,36,35-39,M,5752,7165,12917,1413,0.2456536856745479
15017,35117,40,40-44,F,6067,6850,12917,783,0.1290588429207186
28720,02116,28,Under 35,M,6041,6877,12918,836,0.1383876841582519
17139,20002,26,Under 35,F,6204,6714,12918,510,0.0822050290135396
12840,04605,23,Under 35,F,6139,6779,12918,640,0.1042515067600586
18378,43023,52,50-54,F,6287,6631,12918,344,0.0547160808016542
6591,84310,40,40-44,M,6320,6599,12919,279,0.0441455696202531
15485,18954,43,40-44,F,5949,6970,12919,1021,0.1716254832744999
13783,60516,50,50-54,M,5948,6971,12919,1023,0.1719905850706119
8869,19083,44,40-44,M,6141,6779,12920,638,0.1038918742875753
18147,60657,36,35-39,F,6270,6651,12921,381,0.0607655502392344
18839,94123,47,45-49,F,6370,6551,12921,181,0.0284144427001569
13687,03905,25,Under 35,F,5868,7053,12921,1185,0.2019427402862985
13706,28412,44,40-44,F,6111,6810,12921,699,0.1143838978890525
13408,02140,24,Under 35,F,6053,6868,12921,815,0.1346439781926317
15275,60083,43,40-44,F,6279,6642,12921,363,0.0578117534639273
13374,10011,28,Under 35,F,6069,6853,12922,784,0.1291810841983852
13259,60542,43,40-44,F,6246,6676,12922,430,0.068844060198527
28143,97408,35,35-39,M,6133,6789,12922,656,0.1069623349095059
13419,72227,56,55-59,M,6082,6841,12923,759,0.1247944755014797
16217,40509,26,Under 35,F,5940,6983,12923,1043,0.1755892255892256
3761,06002,36,35-39,M,5392,7531,12923,2139,0.3966988130563798
8712,95129,51,50-54,M,5860,7063,12923,1203,0.2052901023890785
5966,19128,51,50-54,M,5689,7235,12924,1546,0.2717525048338899
17251,64086,41,40-44,F,6189,6737,12926,548,0.0885441913071578
15701,34119,63,60-64,M,5981,6946,12927,965,0.1613442568132419
18114,19066,50,50-54,F,6214,6714,12928,500,0.0804634695848085
16728,75093,38,35-39,F,5776,7152,12928,1376,0.2382271468144044
11073,11104,46,45-49,M,5625,7304,12929,1679,0.2984888888888889
6874,14456,35,35-39,M,5699,7230,12929,1531,0.2686436216880154
29093,02446,38,35-39,M,6063,6866,12929,803,0.1324426851393699
12879,70808,24,Under 35,F,6004,6926,12930,922,0.1535642904730179
